bug_id,creation_date,component_name,product_name,short_description,long_description,reporter_name,resolution_category,status_category,bug_fix_time,severity_category,results
XORG-10008,17-02-07,Server/General,XORG,Xvfb manual page states default depth incorrectly,"The default depth for Xvfb was changed from 8 to 12 on 2005-03-23 by Roland Mainz and its manual page was changed accordingly.

The code change was reverted/disabled on 2005-07-23 by Stuart R. Anderson but the manual page was not reverted.",ben,fixed,resolved,378,normal,0
TELEPATHY-29728,21-08-10,tp-qt,TELEPATHY,ContactManager::addGroup and removeGroup are confusing/broken,"ContactManager::addGroup is described as Attempt to add an user-defined contact list group. Therefore (and judging from the naming) one would expect that after the returned PendingOperation has finished successfully the group would have actually been added (I know right?) and would be usable for eg. adding contacts to it.

In reality however the PendingOperation finishes as soon as the underlying EnsureChannel D-Bus call to the CM has returned. While this is indeed when the group is actually added at the CM level at this point the ContactManager internals still haven't picked up the new group and for example trying to add a contact to the seemingly newly-added group fails! A work-around is to wait for the groupAdded signal for the group in question - but this is really error-prone as the signal may well have been emitted already (and will be if we fix this bug properly)!

The fix would be to make a private PendingOperation subclass which would first make the EnsureChannel call and if that's successful and the new group hasn't been picked up yet wait for the new group to be picked up (by the groupAdded() signal) before finishing. Then the operation being finished() would truly mean that the group is now usable by the usual methods manipulating it.

Similarly the removeGroup PendingOperation returns as soon as the Channel's Close method has returned (and the group has been removed from the server). However contacts can still seemingly be added to the group etc. until the channel being invalidated is picked up by the ContactManager internals and groupRemoved() is emitted (probably in the next few mainloop iterations)! This is less of a problem though as you generally shouldn't need to worry about a removed group anymore - it's still confusing however as the PendingOperation to eg. add a contact to a group in this state will probably fail with The method AddMembers on bahbah interface doesn't exist (because the Channel doesn't exist anymore) instead of the intended The group doesn't exist.

The fix for this then is obviously waiting for groupRemoved in the removeGroup PendingOperation if the group still exists in the ContactManager internals after the Channel has been closed.",ollisal,fixed,resolved,131,minor,3
DBUS-7819,08-08-06,core,DBUS,Wrong initscripts style assumption in configure.in,"For dbus 0.91 configure.in checks for system type and parses this to detect
initscripts style. But further it still uses the old value ignoring command
line for setting pid filename. So I suggest the following patch:

--- dbus-0.91/configure.in.pidfile      2006-08-08 20:22:53.000000000 -0300
+++ dbus-0.91/configure.in      2006-08-08 20:15:12.000000000 -0300
@@ -9027 +9027 @@
 #### Set up the pid file
 if ! test -z $with_system_pid_file then
    DBUS_SYSTEM_PID_FILE=$with_system_pid_file
-elif test x$operating_system = xredhat  then
+elif test x$with_init_scripts = xredhat  then
    DBUS_SYSTEM_PID_FILE=${EXPANDED_LOCALSTATEDIR}/run/messagebus.pid
 else
    DBUS_SYSTEM_PID_FILE=${EXPANDED_LOCALSTATEDIR}/run/dbus/pid",marcelo.leitner,fixed,resolved,9,normal,0
MESA-30695,07-10-10,Drivers/DRI/i965,MESA,[gm45] kwin GL compositing rendering problem,"Created attachment 39275
argb issue?

Hi

I'm way out of my league on how to accurately describe the problem other than to refer to the attached image and notice how over-exposed the colors are on a composite-enabled desktop menu (on left) using an Intel GMA.

I'm running Debian Testing on a 32-bit dual core thinkpad t400.

lscpi
Intel Corporation Mobile 4 Series Chipset PCI Express Graphics Port (rev 07)

Xorg -version

X.Org X Server 1.7.7
Release Date: 2010-05-04
X Protocol Version 11 Revision 0
Build Operating System: Linux 2.6.32-5-686 i686 Debian
Current Operating System: Linux thinkpad-0928437 2.6.32-5-686 #1 SMP Sat Sep 18 02:22:45 UTC 2010 i686
Kernel command line: BOOT_IMAGE=/boot/vmlinuz-2.6.32-5-686 root=UUID=6745307f-93c4-448a-827a-b2280376255e ro quiet
Build Date: 08 September 2010  07:20:20PM
xorg-server 2:1.7.7-6 (Julien Cristau ) 
Current version of pixman: 0.16.4
        Before reporting problems check http://wiki.x.org
        to make sure that you have the latest version.",mpapet,fixed,resolved,103,normal,0
TELEPATHY-62233,25-02-13,gabble,TELEPATHY,Crashes when trying to hash caps containing pathological data forms,"Calculating a XEP-0115 hash involves sorting the fields of data forms in the contact's capabilities according to their field name. wocky_caps_hash_compute_from_lists() does this using this function:

  gint
  wocky_data_form_field_cmp (const WockyDataFormField *left
      const WockyDataFormField *right)
  {
    return strcmp (left->var right->var)
  }

This will obviously crash if either ->var is NULL but WockyDataForm validates forms it parses so this shouldn't happen right? Unfortunately http://xmpp.org/extensions/xep-0004.html#protocol-field says:

> If the  element type is anything other than fixed (see below) it
> MUST possess a 'var' attribute that uniquely identifies the field in the 
> context of the form (if it is fixed it MAY possess a 'var' attribute).

And WockyDataForm implements this correctly:

  var = wocky_node_get_attribute (node var)
  if (var == NULL && type != WOCKY_DATA_FORM_FIELD_TYPE_FIXED)
    {
      DEBUG (field node doesn't have a 'var' attribute ignoring)
      return FALSE
    }

So we have a remotely-triggered DoS: send Gabble a  with a caps hash include a form with an anonymous fixed field in the reply boom. Since anyone can send presence to anyone else and Gabble always looks up any caps it sees in any presences it receives. (Note that this is a presence leak too another bug I think.)

I have some fixes patches to follow. I will also suggest that http://xmpp.org/extensions/xep-0115.html be updated to mention this.",will,fixed,resolved,7,normal,0
POLICYKIT-92321,06-10-15,libpolkit,POLICYKIT,[patch] Add Brazilian Portuguese translation,"Created attachment 118721
Patch providing pt_BR translation

The attached file is a git formatted patch providing Brazilian Portuguese translation",rafaelff,fixed,resolved,0,normal,0
DBUS-33223,15-01-11,GLib,DBUS,'make' of dbus-glib-0.90 fails even though 'configure' is OK,"Created attachment 42069
autogenerated script used to run 'configure'

I do not know where to file bugs against 'dbus-glib' so I'm filing it here.

The failure looks this way:

dbus-gtype-specialized.c: In function ‘dbus_g_value_type_build_g_variant_type’:
dbus-gtype-specialized.c:1190: error: ‘G_VARIANT_TYPE_STRING_ARRAY’ undeclared (first use in this function)
dbus-gtype-specialized.c:1190: error: (Each undeclared identifier is reported only once
dbus-gtype-specialized.c:1190: error: for each function it appears in.)
make[4]: *** [dbus-gtype-specialized.lo] Error 1
.

Using exactly the same setting I can successfully build dbus-glib-0.88.

Please see the attached autogenerated script used to run 'configure'.",sergstesh,fixed,resolved,2,blocker,1
MESA-30694,07-10-10,Mesa core,MESA,wincopy will crash on Gallium drivers when going to front buffer,"Created attachment 39273
Prevents the crash in wincopy when pressing f

Run wincopy and press the f key to go to front buffer

wincopy will crash running gdb shows this..

gdb ./wincopy 
GNU gdb (GDB) Fedora (7.1-34.fc13)
Copyright (C) 2010 Free Software Foundation Inc.
License GPLv3+: GNU GPL version 3 or later 
This is free software: you are free to change and redistribute it.
There is NO WARRANTY to the extent permitted by law.  Type show copying
and show warranty for details.
This GDB was configured as x86_64-redhat-linux-gnu.
For bug reporting instructions please see:
...
Reading symbols from /home/kdekorte/git/mesa/progs/xdemos/wincopy...done.
(gdb) run
Starting program: /home/kdekorte/git/mesa/progs/xdemos/wincopy 
[Thread debugging using libthread_db enabled]
Press Esc to exit
Press 'f' to toggle front/back buffer drawing
Drawing to GL_FRONT buffer

Program received signal SIGSEGV Segmentation fault.
st_Clear (ctx=0xb34a40 mask=1) at state_tracker/st_cb_clear.c:479
479	            if (!strb->surface)
Missing separate debuginfos use: debuginfo-install expat-2.0.1-10.fc13.x86_64 glibc-2.12.1-2.x86_64 libX11-1.3.1-3.fc13.x86_64 libXau-1.0.5-1.fc12.x86_64 libXdamage-1.1.2-2.fc13.x86_64 libXext-1.1.2-2.fc13.x86_64 libXfixes-4.0.4-2.fc13.x86_64 libXxf86vm-1.1.0-1.fc13.x86_64 libdrm-2.4.22-1.fc13.x86_64 libgcc-4.4.4-10.fc13.x86_64 libstdc++-4.4.4-10.fc13.x86_64 libtalloc-2.0.1-1.fc13.x86_64 libv4l-0.8.1-1.fc13.x86_64 libxcb-1.5-1.fc13.x86_64
(gdb) bt
#0  st_Clear (ctx=0xb34a40 mask=1) at state_tracker/st_cb_clear.c:479
#1  0x00000000004013f7 in Redraw () at wincopy.c:156
#2  0x0000000000401605 in EventLoop () at wincopy.c:232
#3  0x0000000000401987 in main (argc= 
    argv=) at wincopy.c:312
(gdb) print strb
$1 = (struct st_renderbuffer *) 0x0
(gdb) quit


Patch to correct is attached",kdekorte,fixed,resolved,88,major,2
TELEPATHY-17072,11-08-08,haze,TELEPATHY,Remove snpp from haze.manager,haze.manager is made on my system which has the snpp prpl but in general that prpl doesn't exist so it shouldn't be listed.,will,fixed,resolved,7,normal,0
DRI-94011,05-02-16,DRM/Intel,DRI,rendering corruption (horizontal banding) when not on battery power,"Running on Debian unstable with the upgrade to xserver-xorg 2:1.18.0-3 and
xserver-xorg-video-intel 2:2.99.917+git20160127-1+b1 I'm experiencing
the weirdest rendering corruption which mostly manifests through a
horizontal banding of the display. Snapshots of the correct and glitched
display can be found at these imgur links:

http://i.imgur.com/V9V8s8h.png
http://i.imgur.com/NhNq9OF.png

The issue doesn't normally manifest in my setup and with the applications
I use with the only exception of Opera 12 which manifests it quite
consistently. Previous versions of the graphics stack on Debian (particularly
xserver-xorg-video-intel 2:2.99.917-2 from testing on pre-1.18
Xorg) work fine.

Most interesting the glitch only manifests when running on AC. If the
laptop is on battery there are no issues.

(Reported as Debian bug #813625: https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=813625 which include Xorg and dmesg snippet. Shall I attach them to this report as well? Hardware is the IGP of an Intel(R) Core(TM) i7-4712HQ CPU @ 2.30GHz)",giuseppe.bilotta,fixed,closed,392,normal,0
DRI-108799,19-11-18,DRM/Intel,DRI,[CI][BAT] igt@i915_selftest@live_sanitycheck - incomplete - BUG: unable to handle kernel (paging request|NULL pointer dereference) at," [300.469975] Console: switching to colour dummy device 80x25
 [300.470228] [IGT] drv_selftest: executing
 [300.553067] [drm:intel_disable_pipe [i915]] disabling pipe A
 [300.567102] [drm:i9xx_get_fifo_size [i915]] FIFO size - (0x00001d9c) A: 28
 [300.567169] [drm:i9xx_get_fifo_size [i915]] FIFO size - (0x00001d9c) B: 31
 [300.567231] [drm:i9xx_update_wm [i915]] FIFO watermarks - A: 26 B: 29
 [300.567294] [drm:i9xx_update_wm [i915]] Setting FIFO watermarks - A: 26 B: 29 C: 2 SR 1
 [300.567384] [drm:intel_atomic_commit_tail [i915]] [ENCODER:39:CRT]
 [300.567470] [drm:intel_atomic_commit_tail [i915]] [ENCODER:40:SDVO B]
 [300.567550] [drm:verify_connector_state.isra.70 [i915]] [CONNECTOR:38:VGA-1]
 [300.567691] [drm:intel_atomic_commit_tail [i915]] [CRTC:32:pipe A]
 [300.682598] [IGT] drv_selftest: starting subtest live_sanitycheck
 [301.613299] Setting dangerous option live_selftests - tainting kernel
 [301.715207] [drm:i915_driver_load [i915]] No PCH found.
 [301.715291] [drm:i915_driver_load [i915]] WOPCM size: 1024KiB
 [301.715399] [drm:intel_uc_init_early [i915]] enable_guc=0 (submission:no huc:no)
 [301.715500] [drm:intel_uc_init_early [i915]] guc_log_level=0 (enabled:no verbose:no verbosity:0)
 [301.715586] [drm:intel_power_domains_init [i915]] Allowed DC state mask 00
 [301.719629] [drm] Display disabled (module parameter)
 [301.719643] pci 0000:00:00.0: Intel 915G Chipset
 [301.719708] pci 0000:00:00.0: detected gtt size: 262224K total 262224K mappable
 [301.723227] pci 0000:00:00.0: detected 8192K stolen memory
 [301.723415] [drm:i915_ggtt_probe_hw [i915]] GGTT size = 256M
 [301.723507] [drm:i915_ggtt_probe_hw [i915]] GMADR size = 256M
 [301.727546] [drm:i915_ggtt_probe_hw [i915]] DSM size = 8M
 [301.732264] [drm] Replacing VGA console driver
 [301.739093] [drm:i915_gem_init_stolen [i915]] Memory reserved for graphics device: 8192K usable: 8192K
 [301.739862] [drm:intel_gvt_init [i915]] GVT-g is disabled by kernel params
 [301.741256] [drm:intel_opregion_setup [i915]] graphic opregion physical addr: 0x0
 [301.743600] [drm:intel_opregion_setup [i915]] ACPI OpRegion not supported!
 [301.746571] [drm:intel_bios_init [i915]] Skipping VBT init due to disabled display.
 [301.752015] [drm:intel_power_well_enable [i915]] enabling always-on
 [301.754489] [drm:i915_irq_handler [i915]] EIR stuck: 0x00000010 masked
 [301.765806] [drm:intel_fbc_init [i915]] Sanitized enable_fbc value: 0
 [301.767395] [drm:intel_modeset_init [i915]] 0 display pipe available.
 [301.769063] [drm:intel_dump_cdclk_state [i915]] Current CDCLK 333333 kHz VCO 0 kHz ref 0 kHz bypass 0 kHz voltage level 0
 [301.771329] [drm:intel_update_max_cdclk [i915]] Max CD clock rate: 333333 kHz
 [301.774508] [drm:intel_modeset_init [i915]] Max dotclock rate: 599999 kHz
 [301.794215] [drm:i915_gem_init_ggtt [i915]] clearing unused GTT space: [1000 10000000]
 [301.797515] BUG: unable to handle kernel NULL pointer dereference at 0000000000000001
 [301.797540] PGD 0 P4D 0 
 [301.797553] Oops: 0002 [#1] PREEMPT SMP PTI
 [301.797566] CPU: 0 PID: 1765 Comm: drv_selftest Tainted: G U 4.20.0-rc1-g756a0fd616c3-repeat_22+ #1
 [301.797587] Hardware name: Dell Inc. OptiPlex GX280 /0G8310 BIOS A04 02/09/2005
 [301.797735] RIP: 0010:i915_gem_init_ggtt+0xef/0x160 [i915]
 [301.797750] Code: 30 6e 2e 01 30 6e 2e 01 30 6e 2e 01 30 6e 2e 01 30 6e 2e 01 30 6e 2e 01 30 6e 2e 01 30 6e 2e 01 30 6e 2e 01 30 6e 2e 01 30 6e  01 30 6e 2e 01 30 6e 2e 01 30 6e 2e 01 30 6e 2e 01 30 6e 2e 01
 [301.797784] RSP: 0018:ffffa06900233a58 EFLAGS: 00010246
 [301.797797] RAX: 0000000000000001 RBX: ffff9715f38c0000 RCX: ffffffffc0940920
 [301.797813] RDX: ffffa0690197fffc RSI: 000000000000ffff RDI: 000000002e6e3001
 [301.797828] RBP: 0000000000001000 R08: 000000002b0bcc18 R09: 0000000000000000
 [301.797843] R10: 0000000000000000 R11: 0000000000000000 R12: ffff9715f38c8ae8
 [301.797858] R13: 000000000ffff000 R22: ffff9715f38c8f40 R15: 0000000000000000
 [301.797874] FS: 00007f809b561980(0000) GS:ffff9715fe000000(0000) knlGS:0000000000000000
 [301.797892] CS: 0010 DS: 0000 ES: 0000 CR0: 0000000080050033
 [301.797905] CR2: 0000000000000001 CR3: 0000000030e0e000 CR4: 00000000000006f0
 [301.797921] Call Trace:
 [301.798027] i915_gem_init+0xe2/0x850 [i915]
 [301.798116] i915_driver_load+0xc81/0x1530 [i915]
 [301.798136] ? _raw_spin_unlock_irqrestore+0x4c/0x60
 [301.798152] ? lockdep_hardirqs_on+0xe0/0x1b0
 [301.798243] i915_pci_probe+0x29/0xa0 [i915]
 [301.798258] pci_device_probe+0xa1/0x130
 [301.798272] really_probe+0xf3/0x3e0
 [301.798286] driver_probe_device+0x10a/0x120
 [301.798299] __driver_attach+0xdb/0x100
 [301.798311] ? driver_probe_device+0x120/0x120
 [301.798324] ? driver_probe_device+0x120/0x120
 [301.798338] bus_for_each_dev+0x74/0xc0
 [301.798352] bus_add_driver+0x15f/0x250
 [301.798364] ? 0xffffffffc0108000
 [301.798376] driver_register+0x56/0xe0
 [301.798387] ? 0xffffffffc0108000
 [301.798399] do_one_initcall+0x58/0x2e0
 [301.798413] ? do_init_module+0x1d/0x1ea
 [301.798425] ? rcu_read_lock_sched_held+0x6f/0x80
 [301.798439] ? kmem_cache_alloc_trace+0x264/0x290
 [301.798454] do_init_module+0x56/0x1ea
 [301.798467] load_module+0x2722/0x29f0
 [301.798491] ? __se_sys_finit_module+0xd3/0xf0
 [301.798503] __se_sys_finit_module+0xd3/0xf0
 [301.798522] do_syscall_64+0x55/0x190
 [301.798535] entry_SYSCALL_64_after_hwframe+0x49/0xbe
 [301.798548] RIP: 0033:0x7f809ae29839
 [301.798560] Code: 00 f3 c3 66 2e 0f 1f 84 00 00 00 00 00 0f 1f 40 00 48 89 f8 48 89 f7 48 89 d6 48 89 ca 4d 89 c2 4d 89 c8 4c 8b 4c 24 08 0f 05  3d 01 f0 ff ff 73 01 c3 48 8b 0d 1f f6 2c 00 f7 d8 64 89 01 48
 [301.798596] RSP: 002b:00007fff4ab513b8 EFLAGS: 00000246 ORIG_RAX: 0000000000000139
 [301.798622] RAX: ffffffffffffffda RBX: 0000561d99a2d0b0 RCX: 00007f809ae29839
 [301.798630] RDX: 0000000000000000 RSI: 0000561d99a22cd0 RDI: 0000000000000006
 [301.798646] RBP: 0000561d99a22cd0 R08: 0000000000000004 R09: 0000000000000000
 [301.798662] R10: 00007fff4ab51530 R11: 0000000000000246 R12: 0000000000000000
 [301.798678] R13: 0000561d99a20230 R22: 0000000000000020 R15: 000000000000003f
 [301.798699] Modules linked in: i915(+) amdgpu chash gpu_sched ttm snd_hda_codec snd_hwdep snd_hda_core snd_pcm vgem lpc_ich tg3 prime_numbers [last unloaded: i915]



 [306.738641] Console: switching to colour dummy device 80x25
 [306.738817] [IGT] drv_selftest: executing
 [306.822113] [drm:intel_disable_pipe [i915]] disabling pipe A
 [306.835642] [drm:i9xx_get_fifo_size [i915]] FIFO size - (0x00001d9c) A: 28
 [306.835709] [drm:i9xx_get_fifo_size [i915]] FIFO size - (0x00001d9c) B: 31
 [306.835771] [drm:i9xx_update_wm [i915]] FIFO watermarks - A: 26 B: 29
 [306.835834] [drm:i9xx_update_wm [i915]] Setting FIFO watermarks - A: 26 B: 29 C: 2 SR 1
 [306.835924] [drm:intel_atomic_commit_tail [i915]] [ENCODER:39:CRT]
 [306.836010] [drm:intel_atomic_commit_tail [i915]] [ENCODER:40:SDVO B]
 [306.836090] [drm:verify_connector_state.isra.70 [i915]] [CONNECTOR:38:VGA-1]
 [306.836230] [drm:intel_atomic_commit_tail [i915]] [CRTC:32:pipe A]
 [306.949083] [IGT] drv_selftest: starting subtest live_sanitycheck
 [307.879029] Setting dangerous option live_selftests - tainting kernel
 [307.981693] [drm:i915_driver_load [i915]] No PCH found.
 [307.981778] [drm:i915_driver_load [i915]] WOPCM size: 1024KiB
 [307.981890] [drm:intel_uc_init_early [i915]] enable_guc=0 (submission:no huc:no)
 [307.981995] [drm:intel_uc_init_early [i915]] guc_log_level=0 (enabled:no verbose:no verbosity:0)
 [307.982083] [drm:intel_power_domains_init [i915]] Allowed DC state mask 00
 [307.986092] [drm] Display disabled (module parameter)
 [307.986106] pci 0000:00:00.0: Intel 915G Chipset
 [307.986171] pci 0000:00:00.0: detected gtt size: 262224K total 262224K mappable
 [307.987037] pci 0000:00:00.0: detected 8192K stolen memory
 [307.987202] [drm:i915_ggtt_probe_hw [i915]] GGTT size = 256M
 [307.987293] [drm:i915_ggtt_probe_hw [i915]] GMADR size = 256M
 [307.990056] [drm:i915_ggtt_probe_hw [i915]] DSM size = 8M
 [307.994463] [drm] Replacing VGA console driver
 [308.002170] [drm:i915_gem_init_stolen [i915]] Memory reserved for graphics device: 8192K usable: 8192K
 [308.003928] [drm:intel_gvt_init [i915]] GVT-g is disabled by kernel params
 [308.006937] [drm:intel_opregion_setup [i915]] graphic opregion physical addr: 0x0
 [308.009187] [drm:intel_opregion_setup [i915]] ACPI OpRegion not supported!
 [308.012029] [drm:intel_bios_init [i915]] Skipping VBT init due to disabled display.
 [308.017861] [drm:intel_power_well_enable [i915]] enabling always-on
 [308.024759] [drm:i915_irq_handler [i915]] EIR stuck: 0x00000010 masked
 [308.031238] [drm:intel_fbc_init [i915]] Sanitized enable_fbc value: 0
 [308.031381] [drm:intel_modeset_init [i915]] 0 display pipe available.
 [308.032286] [drm:intel_dump_cdclk_state [i915]] Current CDCLK 333333 kHz VCO 0 kHz ref 0 kHz bypass 0 kHz voltage level 0
 [308.031587] [drm:intel_update_max_cdclk [i915]] Max CD clock rate: 333333 kHz
 [308.031688] [drm:intel_modeset_init [i915]] Max dotclock rate: 599999 kHz
 [308.047252] [drm:i915_gem_init_ggtt [i915]] clearing unused GTT space: [1000 10000000]
 [308.059166] BUG: unable to handle kernel paging request at ffffffff90010fdd
 [308.059189] PGD 33212067 P4D 33212067 PUD 33213063 PMD 0 
 [308.059207] Oops: 0002 [#1] PREEMPT SMP PTI
 [308.059221] CPU: 0 PID: 1830 Comm: drv_selftest Tainted: G U 4.20.0-rc1-g756a0fd616c3-repeat_22+ #1
 [308.059242] Hardware name: Dell Inc. OptiPlex GX280 /0G8310 BIOS A04 02/09/2005
 [308.059404] RIP: 0010:intel_ctx_workarounds_init+0x0/0x560 [i915]
 [308.059419] Code: dd 0f 01 90 dd 0f 01 90 dd 0f 01 90 dd 0f 01 90 dd 0f 01 90 dd 0f 01 90 dd 0f 01 90 dd 0f 01 90 dd 0f 01 90 dd 0f 01 90 dd 0f  90 dd 0f 01 90 dd 0f 01 90 dd 0f 01 90 dd 0f 01 90 dd 0f 01 90
 [308.059455] RSP: 0000:ffffac4780253a78 EFLAGS: 00010246
 [308.059468] RAX: 0000000000000000 RBX: ffffa28630130000 RCX: ffffffffc0ce8920
 [308.059485] RDX: ffffac47819ffffc RSI: 000000000000ffff RDI: ffffa28630130000
 [308.059500] RBP: ffffa28630130068 R08: 00000000ce6bdc3b R09: 0000000000000000
 [308.059516] R10: 0000000000000000 R11: 0000000000000000 R12: ffffa2863d578008
 [308.059532] R13: ffffa2863013ad40 R22: ffffa28630130d58 R15: 0000000000000000
 [308.059548] FS: 00007f82e1523980(0000) GS:ffffa2863e000000(0000) knlGS:0000000000000000
 [308.059566] CS: 0010 DS: 0000 ES: 0000 CR0: 0000000080050033
 [308.059579] CR2: ffffffff90010fdd CR3: 0000000022c60000 CR4: 00000000000006f0
 [308.059595] Call Trace:
 [308.059690] i915_gem_contexts_init+0x2a/0x220 [i915]
 [308.059794] i915_gem_init+0x1e5/0x850 [i915]
 [308.059884] i915_driver_load+0xc81/0x1530 [i915]
 [308.059904] ? _raw_spin_unlock_irqrestore+0x4c/0x60
 [308.059921] ? lockdep_hardirqs_on+0xe0/0x1b0
 [308.060012] i915_pci_probe+0x29/0xa0 [i915]
 [308.060028] pci_device_probe+0xa1/0x130
 [308.060043] really_probe+0xf3/0x3e0
 [308.060057] driver_probe_device+0x10a/0x120
 [308.060071] __driver_attach+0xdb/0x100
 [308.060083] ? driver_probe_device+0x120/0x120
 [308.060096] ? driver_probe_device+0x120/0x120
 [308.060111] bus_for_each_dev+0x74/0xc0
 [308.060125] bus_add_driver+0x15f/0x250
 [308.060220] ? 0xffffffffc04b9000
 [308.060153] driver_register+0x56/0xe0
 [308.060165] ? 0xffffffffc04b9000
 [308.060176] do_one_initcall+0x58/0x2e0
 [308.060190] ? do_init_module+0x1d/0x1ea
 [308.060202] ? rcu_read_lock_sched_held+0x6f/0x80
 [308.060216] ? kmem_cache_alloc_trace+0x264/0x290
 [308.060231] do_init_module+0x56/0x1ea
 [308.060244] load_module+0x2722/0x29f0
 [308.060268] ? __se_sys_finit_module+0xd3/0xf0
 [308.060280] __se_sys_finit_module+0xd3/0xf0
 [308.060299] do_syscall_64+0x55/0x190
 [308.060311] entry_SYSCALL_64_after_hwframe+0x49/0xbe
 [308.060325] RIP: 0033:0x7f82e0deb839
 [308.060336] Code: 00 f3 c3 66 2e 0f 1f 84 00 00 00 00 00 0f 1f 40 00 48 89 f8 48 89 f7 48 89 d6 48 89 ca 4d 89 c2 4d 89 c8 4c 8b 4c 24 08 0f 05  3d 01 f0 ff ff 73 01 c3 48 8b 0d 1f f6 2c 00 f7 d8 64 89 01 48
 [308.060371] RSP: 002b:00007ffd550bb478 EFLAGS: 00000246 ORIG_RAX: 0000000000000139
 [308.060390] RAX: ffffffffffffffda RBX: 0000556fbc2340b0 RCX: 00007f82e0deb839
 [308.060405] RDX: 0000000000000000 RSI: 0000556fbc22ae10 RDI: 0000000000000006
 [308.060420] RBP: 0000556fbc22ae10 R08: 0000000000000004 R09: 0000000000000000
 [308.060435] R10: 00007ffd550bb5f0 R11: 0000000000000246 R12: 0000000000000000
 [308.060451] R13: 0000556fbc226c40 R22: 0000000000000020 R15: 000000000000003f
 [308.060472] Modules linked in: i915(+) amdgpu chash gpu_sched ttm snd_hda_codec snd_hwdep snd_hda_core snd_pcm vgem lpc_ich tg3 prime_numbers [last unloaded: i915]",martin.peres,fixed,closed,0,normal,0
